Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
,,,22462,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,704,,FALSCH,WAHR
,,,22345,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,748,,FALSCH,WAHR
,,,22227,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,791,,FALSCH,WAHR
,,,22110,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,834,,FALSCH,WAHR
,,,22322,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,641,,FALSCH,WAHR
,,,22166,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,684,,FALSCH,WAHR
,,,22009,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,728,,FALSCH,WAHR
,,,21853,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,771,,FALSCH,WAHR
,,,21697,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,814,,FALSCH,WAHR
,,,22065,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,629,,FALSCH,WAHR
,,,21870,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,672,,FALSCH,WAHR
,,,21674,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,716,,FALSCH,WAHR
,,,21479,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,759,,FALSCH,WAHR
,,,21283,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,802,,FALSCH,WAHR
,,,21808,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,621,,FALSCH,WAHR
,,,21574,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,665,,FALSCH,WAHR
,,,21339,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,708,,FALSCH,WAHR
,,,21105,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,751,,FALSCH,WAHR
,,,20870,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,812,,FALSCH,WAHR
,,,21551,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,631,,FALSCH,WAHR
,,,21277,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,675,,FALSCH,WAHR
,,,21004,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,718,,FALSCH,WAHR
,,,20730,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,761,,FALSCH,WAHR
,,,20457,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,804,,FALSCH,WAHR
,,,21294,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,625,,FALSCH,WAHR
,,,20981,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,668,,FALSCH,WAHR
,,,20669,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,712,,FALSCH,WAHR
,,,20356,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,755,,FALSCH,WAHR
,,,20043,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,798,,FALSCH,WAHR
,,,21037,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,620,,FALSCH,WAHR
,,,20685,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,664,,FALSCH,WAHR
,,,20334,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,707,,FALSCH,WAHR
,,,19982,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,750,,FALSCH,WAHR
,,,19630,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,793,,FALSCH,WAHR
,,,20780,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,616,,FALSCH,WAHR
,,,20389,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,660,,FALSCH,WAHR
,,,19998,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,703,,FALSCH,WAHR
,,,19608,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
,,,19217,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,789,,FALSCH,WAHR
,,,20523,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,613,,FALSCH,WAHR
,,,20093,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,656,,FALSCH,WAHR
,,,19663,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,700,,FALSCH,WAHR
,,,19233,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,743,,FALSCH,WAHR
,,,18803,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,786,,FALSCH,WAHR
,,,20266,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,611,,FALSCH,WAHR
,,,19797,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,654,,FALSCH,WAHR
,,,19328,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,697,,FALSCH,WAHR
,,,18859,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,740,,FALSCH,WAHR
,,,18390,Volvo-V60-D3-Summum-Geartronic-Kamera-Keyless-onCall--,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,783,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",24980,24063,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,Volvo V70 D5 Summum Autom. XENON ACC NAVI STAND DACH..,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Kombi<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
56.000 km<br>
<strong>Hubraum</strong>
2.400 cm³<br>
<strong>Leistung</strong>
158 kW (215 PS)<br>
<strong>Kraftstoffart</strong>
Diesel<br>
<strong>Verbrauch</strong><br>
ca. 6,2 l/100km (kombiniert)<br>
ca. 8,5 l/100km (innerorts)<br>
ca. 4,9 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 164 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro5<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
06/2015<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Crystal White<br>
<strong>Farbe</strong>
Weiß Metallic<br>
<strong>Innenausstattung</strong>
Vollleder, Andere<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Abstandstempomat, Adaptives Kurvenlicht, Ambiente-Beleuchtung, Armlehne, Beheizbare Frontscheibe, Berganfahrassistent, Bi-Xenon Scheinwerfer, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, LED-Tagfahrlicht, Leichtmetallfelgen, Lordosenstütze, Müdigkeitswarner, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notrad, Notrufsystem, Partikelfilter, Regensensor, Scheckheftgepflegt, Scheinwerferreinigung, Schiebedach, Servolenkung, Sitzheizung, Soundsystem, Sprachsteuerung, Standheizung, Totwinkel-Assistent, Traktionskontrolle, Tuner/Radio, USB, Volldigitales Kombiinstrument, Zentralverriegelung
</p>",Volvo,,"Marke_Volvo, Typ_Kombi, Alter_Alle, Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_Alle, Schaltung_Automatik, Farbe_Weiß, Kraftstoff_Diesel, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,730,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/naUAAOSw3npe8jjg/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/JjsAAOSw-m1e8jjg/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/RwEAAOSwvhte8jjg/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/xocAAOSw2TJe8jjg/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/79MAAOSw6fle8jjg/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/oWEAAOSwL0xe8jjg/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/mesAAOSwPJxe8jjg/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/sT0AAOSw21Fe8jjg/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/sCIAAOSw8zJe8jjh/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/4P8AAOSwPede8jjg/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/yO8AAOSw3W9e8jjg/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/t0UAAOSwF5Ne8jjg/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/nDsAAOSwSK5e8jjg/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/A~YAAOSwnXde8jjg/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/RqwAAOSwGhpe8jjg/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/naUAAOSw3npe8jjg/$_27.JPG,16,,,,,,,,,,,nil
,,,23938,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,776,,FALSCH,WAHR
,,,23813,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,822,,FALSCH,WAHR
,,,23688,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,868,,FALSCH,WAHR
,,,23564,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,914,,FALSCH,WAHR
,,,23791,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,710,,FALSCH,WAHR
,,,23624,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,756,,FALSCH,WAHR
,,,23458,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,802,,FALSCH,WAHR
,,,23291,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,848,,FALSCH,WAHR
,,,23125,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,894,,FALSCH,WAHR
,,,23519,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,699,,FALSCH,WAHR
,,,23310,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,744,,FALSCH,WAHR
,,,23102,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,790,,FALSCH,WAHR
,,,22894,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,836,,FALSCH,WAHR
,,,22686,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,882,,FALSCH,WAHR
,,,23246,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,691,,FALSCH,WAHR
,,,22996,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,737,,FALSCH,WAHR
,,,22747,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,782,,FALSCH,WAHR
,,,22497,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,828,,FALSCH,WAHR
,,,22247,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,893,,FALSCH,WAHR
,,,22974,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,701,,FALSCH,WAHR
,,,22682,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,747,,FALSCH,WAHR
,,,22391,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,793,,FALSCH,WAHR
,,,22100,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,839,,FALSCH,WAHR
,,,21808,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,885,,FALSCH,WAHR
,,,22702,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,694,,FALSCH,WAHR
,,,22369,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,740,,FALSCH,WAHR
,,,22035,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,786,,FALSCH,WAHR
,,,21702,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,832,,FALSCH,WAHR
,,,21369,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,878,,FALSCH,WAHR
,,,22429,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,690,,FALSCH,WAHR
,,,22055,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,736,,FALSCH,WAHR
,,,21680,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,781,,FALSCH,WAHR
,,,21305,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,827,,FALSCH,WAHR
,,,20931,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,873,,FALSCH,WAHR
,,,22157,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,686,,FALSCH,WAHR
,,,21741,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,732,,FALSCH,WAHR
,,,21324,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,778,,FALSCH,WAHR
,,,20908,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,824,,FALSCH,WAHR
,,,20492,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,870,,FALSCH,WAHR
,,,21885,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,682,,FALSCH,WAHR
,,,21427,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,728,,FALSCH,WAHR
,,,20969,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,774,,FALSCH,WAHR
,,,20511,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,820,,FALSCH,WAHR
,,,20053,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,866,,FALSCH,WAHR
,,,21612,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,680,,FALSCH,WAHR
,,,21113,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,726,,FALSCH,WAHR
,,,20613,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,772,,FALSCH,WAHR
,,,20114,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,818,,FALSCH,WAHR
,,,19614,Volvo-V70-D5-Summum-Autom.-XENON-ACC-NAVI-STAND-DACH..,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,864,,FALSCH,WAHR
